,id,yr_sold,garage_area,year_built,full_bath,year_remod/add,fireplaces,overall_cond,lot_area,lot_frontage,neighborhood,bldg_type,kitchen_qual,saleprice
630,71,2010,678,2004,2,2005,1,5,12552,100,Somerst,1Fam,Gd,254900
631,1143,2008,483,1994,2,1995,0,5,14565,43,SawyerW,1Fam,Gd,189000
632,1021,2008,550,1978,2,1978,2,5,18559,56,NWAmes,1Fam,Gd,235000
633,1416,2008,240,1950,1,1950,0,5,10880,68,Edwards,2fmCon,TA,125000
634,35,2010,308,1975,1,1975,0,6,2280,24,NPkVill,Twnhs,TA,120000
635,2904,2006,270,1951,1,1951,0,3,31250,125,Mitchel,1Fam,TA,81500
636,2174,2007,0,1990,1,1990,0,5,11841,81,Edwards,Duplex,TA,118500
637,522,2009,478,2009,2,2009,1,5,9187,85,Somerst,1Fam,Ex,370878
638,2211,2007,871,1949,2,1950,0,6,6270,82,Crawfor,Duplex,TA,145000
639,1539,2008,431,1939,1,2006,2,9,15660,0,Crawfor,1Fam,Gd,311500
640,2420,2006,437,2006,2,2006,1,5,3087,43,Blmngtn,TwnhsE,Gd,210250
641,2779,2006,492,2002,2,2002,0,5,13450,95,CollgCr,1Fam,Gd,200000
642,953,2009,539,1977,2,1977,0,5,10125,75,Mitchel,Duplex,Gd,126000
643,658,2009,281,1900,1,2003,0,8,8146,80,OldTown,1Fam,TA,114000
644,714,2009,720,1910,2,1950,0,4,9600,60,OldTown,1Fam,Gd,87500
645,1637,2007,729,2005,3,2005,1,5,12328,98,StoneBr,1Fam,Ex,349265
646,538,2009,845,2004,2,2004,0,5,10141,76,SawyerW,1Fam,Gd,203000
647,546,2009,527,2001,2,2001,1,5,8529,65,SawyerW,1Fam,Gd,189000
648,533,2009,628,2003,2,2003,0,5,8127,65,Somerst,1Fam,Gd,209000
649,718,2009,357,1900,2,1950,0,7,8400,70,OldTown,1Fam,Ex,160000
650,1830,2007,431,1974,1,1974,0,5,10751,44,Sawyer,1Fam,TA,129000
651,2929,2006,418,1974,1,1975,1,5,10010,77,Mitchel,1Fam,TA,170000
652,2207,2007,352,1913,1,2002,1,6,4280,40,Crawfor,1Fam,Gd,90350
653,1417,2008,0,1924,1,1950,0,5,9600,60,Edwards,1Fam,TA,79000
654,2787,2006,552,1972,1,1972,0,7,9800,70,CollgCr,1Fam,TA,149900
655,1037,2008,576,1971,1,1971,0,5,7560,63,NAmes,1Fam,TA,123000
656,2659,2006,779,1900,2,1950,0,2,9600,60,OldTown,1Fam,TA,87000
657,1567,2008,358,1977,1,1977,1,6,9880,76,Mitchel,1Fam,TA,171000
658,1225,2008,288,1950,1,1950,0,5,9600,80,NAmes,1Fam,TA,119000
659,685,2009,672,1959,1,1959,0,5,7931,70,NAmes,1Fam,TA,132500
660,1358,2008,228,1925,1,1996,1,7,5100,0,OldTown,1Fam,Gd,161000
661,1461,2008,725,2001,2,2002,1,5,9720,0,CollgCr,1Fam,Gd,274000
662,221,2010,336,1967,1,1967,1,5,8521,70,Sawyer,1Fam,TA,125000
663,2187,2007,0,1946,2,1950,0,6,8741,52,Edwards,Duplex,TA,98500
664,2504,2006,757,1994,2,1995,1,5,12461,89,NoRidge,1Fam,Gd,262000
665,855,2009,444,1979,1,1979,0,7,6950,76,CollgCr,1Fam,TA,134900
666,2258,2007,308,1959,1,1959,2,6,16905,115,Timber,1Fam,TA,170000
667,2205,2007,225,1926,1,1991,1,8,7155,53,Crawfor,1Fam,TA,135000
668,1158,2008,473,1990,2,1991,2,5,9205,0,NoRidge,1Fam,Gd,290000
669,1741,2007,462,2007,2,2007,0,6,7697,64,Gilbert,1Fam,Gd,173500
670,2735,2006,230,1948,3,2002,0,8,7800,78,Edwards,1Fam,Ex,225000
671,1888,2007,440,1961,1,1961,1,5,14357,0,NAmes,1Fam,TA,140500
672,2121,2007,299,1994,1,1994,0,5,8775,65,CollgCr,1Fam,TA,126000
673,1176,2008,480,1999,2,1999,0,5,2645,24,Somerst,Twnhs,Gd,170000
674,2773,2006,576,1995,1,1995,0,5,13568,43,CollgCr,1Fam,TA,156000
675,2619,2006,319,1957,1,1997,2,6,16321,47,NAmes,1Fam,TA,207500
676,1796,2007,590,2007,2,2007,0,5,8640,72,Somerst,1Fam,Gd,255000
677,1598,2008,297,1973,1,1973,1,6,1596,21,MeadowV,Twnhs,TA,94900
678,1965,2007,338,1958,1,1958,1,6,7315,70,NAmes,1Fam,TA,140000
679,2651,2006,216,1905,1,1950,0,5,7614,42,OldTown,1Fam,TA,96900
680,609,2009,480,1966,1,1966,1,6,11000,0,NAmes,1Fam,TA,154000
681,1990,2007,816,1910,2,1999,0,9,10337,0,OldTown,1Fam,Gd,184900
682,1053,2008,1220,2007,2,2008,1,5,14803,114,NridgHt,1Fam,Ex,385000
683,2877,2006,327,1936,1,1950,0,6,8765,50,IDOTRR,1Fam,TA,106500
684,497,2009,810,2000,2,2000,2,5,12720,106,NoRidge,1Fam,Gd,327000
685,514,2009,795,2005,2,2006,2,5,11128,85,Somerst,1Fam,Ex,468000
686,759,2009,384,1927,1,1950,0,6,5160,60,IDOTRR,1Fam,TA,135000
687,2474,2006,484,2005,1,2005,0,5,13072,63,SawyerW,1Fam,TA,142500
688,1193,2008,470,1968,1,1968,0,6,8814,73,NAmes,1Fam,TA,141000
689,1415,2008,0,1910,1,1991,0,7,7000,70,Edwards,2fmCon,TA,107500
690,2048,2007,240,1942,1,1979,0,6,4484,59,SWISU,2fmCon,TA,108500
691,2483,2006,472,1994,2,1994,0,5,9019,0,SawyerW,1Fam,Gd,150000
692,2883,2006,0,1916,1,1950,0,5,8520,60,IDOTRR,1Fam,TA,78000
693,1111,2008,830,2007,2,2008,0,5,11932,92,Somerst,1Fam,Gd,235128
694,2072,2007,739,1971,2,2002,2,5,115149,0,ClearCr,1Fam,Gd,302000
695,1450,2008,440,1975,2,2001,0,6,14330,40,CollgCr,1Fam,TA,163000
696,274,2010,240,1945,1,2007,0,6,8777,67,Edwards,1Fam,TA,84900
697,413,2009,440,1974,2,1974,1,5,2308,24,NPkVill,TwnhsE,TA,147000
698,751,2009,164,1915,1,2005,1,8,2500,50,OldTown,1Fam,Ex,155000
699,2897,2006,484,1990,2,1990,1,5,8049,50,Timber,1Fam,TA,180000
700,207,2010,0,1930,2,1950,0,5,5600,70,IDOTRR,2fmCon,Fa,55000
701,2269,2007,438,2003,2,2003,1,5,9590,73,Timber,1Fam,Gd,187500
702,891,2009,352,1976,1,1976,1,6,7200,72,Edwards,1Fam,TA,125000
703,2863,2006,180,1936,1,1987,1,7,11500,86,Crawfor,1Fam,Gd,250000
704,1298,2008,200,1910,1,1950,0,6,6756,60,OldTown,1Fam,TA,78000
705,1292,2008,0,1910,2,1996,0,6,11426,63,OldTown,2fmCon,TA,118000
706,1687,2007,818,2007,2,2007,0,5,12030,93,NridgHt,1Fam,Gd,318000
707,2749,2006,471,1993,2,1994,1,5,9554,80,SawyerW,1Fam,Gd,215000
708,2875,2006,0,1925,1,1950,0,4,8534,61,IDOTRR,1Fam,TA,72000
709,1029,2008,478,1976,2,1976,1,5,11361,104,NWAmes,1Fam,TA,180000
710,1581,2008,616,1986,2,1986,1,5,12416,47,Timber,1Fam,TA,184000
711,612,2009,270,1959,1,1959,0,6,9600,80,NAmes,1Fam,TA,124500
712,139,2010,576,1958,2,1958,0,5,8267,70,NAmes,Duplex,TA,135000
713,1335,2008,240,1940,1,1989,1,7,6000,50,BrkSide,1Fam,Gd,164900
714,2531,2006,528,1969,1,1969,0,5,9600,80,NWAmes,1Fam,TA,140000
715,681,2009,294,1958,1,1958,0,6,7350,71,NAmes,1Fam,TA,128000
716,1383,2008,504,1978,1,1978,1,8,7703,0,Sawyer,1Fam,TA,153000
717,1359,2008,228,1910,1,1950,0,8,4347,63,OldTown,1Fam,TA,127500
718,1226,2008,264,1950,1,2006,1,8,9600,80,NAmes,1Fam,Gd,141500
719,63,2010,712,1994,2,1995,2,5,12256,98,NoRidge,1Fam,Gd,325000
720,1869,2007,472,1993,2,1993,1,6,9547,80,NWAmes,1Fam,Gd,188500
721,2468,2006,572,2006,2,2006,0,5,7200,60,Somerst,1Fam,Gd,185000
722,1135,2008,0,2005,1,2006,0,5,13072,63,SawyerW,1Fam,Gd,146000
723,719,2009,280,1917,1,2007,1,7,3600,60,OldTown,1Fam,Ex,119000
724,405,2009,280,1971,2,1971,0,5,1680,21,BrDale,Twnhs,TA,112000
725,2506,2006,550,2005,1,2005,1,5,3316,37,Somerst,TwnhsE,Gd,197000
726,2380,2006,831,2006,2,2006,1,5,16387,72,NridgHt,1Fam,Ex,412083
727,1565,2008,857,2002,2,2002,2,5,13265,0,Mitchel,1Fam,Gd,271000
728,1727,2007,478,2003,2,2003,1,5,3242,48,NridgHt,TwnhsE,Gd,200000
729,1661,2007,585,1976,2,1976,1,6,8991,64,NWAmes,1Fam,Gd,174000
730,1967,2007,351,1960,1,1960,2,5,8000,80,NAmes,1Fam,TA,156500
731,2267,2007,422,1996,2,1997,0,5,9303,0,Timber,1Fam,TA,204000
732,1389,2008,271,1966,1,2006,0,6,8544,0,Sawyer,1Fam,Gd,149350
733,2553,2006,275,1954,1,1954,1,6,11425,0,NAmes,1Fam,TA,137000
734,1459,2008,541,1998,2,1999,1,5,11404,75,CollgCr,1Fam,Gd,222500
735,1739,2007,440,2007,2,2007,0,5,8229,72,Gilbert,1Fam,Gd,166000
736,172,2010,0,1920,1,1950,1,7,4485,56,OldTown,1Fam,TA,109500
737,788,2009,498,1954,1,1954,0,5,15635,0,Edwards,1Fam,TA,122000
738,1979,2007,180,1920,1,1990,1,6,3153,56,OldTown,1Fam,TA,99900
739,1801,2007,826,2006,2,2006,0,5,11096,84,Somerst,1Fam,Gd,249700
740,931,2009,300,1950,1,2004,1,8,14000,80,Crawfor,1Fam,Gd,158500
741,2471,2006,0,2005,1,2005,0,5,7733,74,SawyerW,1Fam,Gd,139500
742,2899,2006,470,2000,2,2000,0,5,8098,0,Timber,1Fam,Gd,202000
743,2544,2006,588,1959,2,2005,0,5,8393,70,NAmes,Duplex,TA,145000
744,1386,2008,400,1969,0,1969,0,4,12900,60,Sawyer,Duplex,TA,108959
745,315,2010,572,1948,1,1950,2,5,57200,0,Timber,1Fam,TA,160000
746,1932,2007,484,1958,2,1958,0,5,8078,70,NAmes,Duplex,TA,128600
747,1660,2007,550,1976,2,1976,1,7,12384,0,NWAmes,1Fam,TA,197900
748,2353,2006,596,1976,1,1976,1,5,9927,0,NWAmes,1Fam,TA,172000
749,2139,2007,308,1977,1,1977,0,4,16300,39,CollgCr,1Fam,TA,130000
750,1585,2008,435,1999,2,2000,0,5,7915,0,Timber,1Fam,Gd,195000
751,1602,2008,520,1954,1,1954,0,5,21750,100,Mitchel,1Fam,TA,113000
752,2888,2006,490,2001,2,2001,0,5,9116,70,Mitchel,1Fam,Gd,209000
753,965,2009,578,1987,2,1989,1,5,14419,125,Timber,1Fam,Gd,213500
754,645,2009,480,1951,1,1951,0,5,13070,67,NAmes,1Fam,TA,126000
755,789,2009,480,1956,1,1956,1,5,9855,73,Edwards,1Fam,TA,127500
756,1015,2008,557,2007,2,2007,1,5,8118,60,StoneBr,TwnhsE,Ex,334000
757,1264,2008,352,1960,1,1960,1,5,10920,0,NAmes,1Fam,TA,157000
758,1972,2007,294,1962,1,1962,0,5,6600,60,NAmes,1Fam,TA,125500
759,1481,2008,410,2005,2,2005,1,5,8199,63,CollgCr,1Fam,Gd,189000
760,954,2009,497,1990,2,1991,0,5,9947,0,Mitchel,1Fam,Gd,173000
761,2499,2006,550,1974,2,1974,4,4,14330,100,Veenker,1Fam,Gd,260000
762,824,2009,578,2007,2,2007,0,5,10769,68,CollgCr,1Fam,Gd,212000
763,2769,2006,576,1996,1,1996,0,5,8846,57,CollgCr,1Fam,TA,148000
764,123,2010,480,1964,2,1964,0,5,10600,0,NAmes,1Fam,TA,136300
765,1862,2007,600,1977,2,1977,1,5,18890,0,Sawyer,Duplex,TA,190000
766,1308,2008,420,1900,2,2006,0,5,9142,69,OldTown,2fmCon,TA,139500
767,1758,2007,400,2003,2,2003,0,5,7750,0,Gilbert,1Fam,Gd,162000
768,2236,2007,264,1939,1,1950,0,5,6060,50,IDOTRR,1Fam,TA,100000
769,2912,2006,288,1968,1,2003,0,7,10172,58,Mitchel,1Fam,TA,126500
770,2093,2007,576,1986,2,1987,1,5,10380,86,SawyerW,1Fam,Gd,301000
771,2128,2007,684,1997,2,1997,0,5,9337,69,CollgCr,1Fam,Gd,204750
772,679,2009,420,1949,2,1950,0,5,7200,60,NAmes,Duplex,TA,90000
773,1313,2008,393,1920,2,1960,0,5,9600,60,OldTown,2fmCon,TA,130000
774,2534,2006,530,1968,1,1968,0,5,8640,72,NAmes,1Fam,TA,155000
775,1273,2008,308,1960,1,1960,1,6,7931,70,NAmes,1Fam,TA,155000
776,219,2010,504,1965,1,1965,0,4,11625,75,Sawyer,2fmCon,TA,131500
777,133,2010,364,1955,1,1972,2,6,9600,80,NAmes,1Fam,TA,153000
778,38,2010,772,2007,2,2008,1,5,11478,98,NridgHt,1Fam,Gd,306000
779,2408,2006,899,2006,2,2006,1,5,7740,61,NridgHt,TwnhsE,Ex,332200
780,1575,2008,800,2007,2,2008,1,5,9520,71,Timber,1Fam,Gd,293077
781,1671,2007,270,1961,1,1961,0,7,17199,0,NAmes,1Fam,TA,128000
782,2000,2007,216,1926,2,2004,0,7,5400,40,OldTown,1Fam,Gd,152000
783,2621,2006,0,1949,1,1950,0,4,10800,60,NAmes,1Fam,TA,135000
784,1996,2007,205,1880,2,1950,0,4,9900,90,OldTown,1Fam,Fa,117500
785,1976,2007,576,1927,1,1950,0,6,6000,50,OldTown,1Fam,TA,127500
786,1861,2007,676,1981,2,1981,2,5,17778,94,Veenker,1Fam,Gd,373000
787,1600,2008,0,1970,2,2007,0,9,1477,21,MeadowV,Twnhs,TA,98000
788,298,2010,473,1994,2,2007,0,6,19645,85,Crawfor,1Fam,Gd,203135
789,875,2009,512,1996,2,1996,1,5,8750,70,CollgCr,1Fam,Gd,191000
790,1205,2008,267,1956,1,1956,0,5,7785,74,NAmes,1Fam,TA,98000
791,763,2009,0,1987,3,1988,0,5,10800,60,Edwards,Duplex,TA,179000
792,512,2009,492,2006,2,2006,1,5,9139,76,Somerst,1Fam,Gd,245000
793,592,2009,583,1998,2,1999,1,5,10140,78,NWAmes,1Fam,Gd,213250
794,1255,2008,390,1948,1,1950,0,6,10122,60,OldTown,1Fam,TA,89900
795,355,2009,427,1998,2,1998,1,5,10141,74,Gilbert,1Fam,TA,185000
796,1676,2007,264,1973,1,1973,0,6,2205,21,BrDale,Twnhs,TA,113500
797,2599,2006,660,1929,1,1950,0,3,10914,60,NAmes,1Fam,TA,68000
798,312,2010,573,2003,2,2003,0,5,9196,129,Mitchel,1Fam,Gd,201000
799,1124,2008,603,2005,2,2005,0,5,9803,75,Somerst,1Fam,Gd,226700
800,1702,2007,1174,2007,2,2007,1,5,17169,59,NridgHt,1Fam,Ex,500067
801,2434,2006,433,2004,2,2005,1,5,9171,59,Gilbert,1Fam,Gd,201490
802,1432,2008,528,1994,1,1994,0,7,9750,65,CollgCr,1Fam,TA,155000
803,689,2009,564,1978,1,1978,0,7,8604,75,NAmes,Duplex,Gd,145000
804,1349,2008,502,1920,2,1999,0,8,6155,60,BrkSide,1Fam,TA,128000
805,1759,2007,442,2000,2,2000,1,5,9487,58,Gilbert,1Fam,TA,187000
806,893,2009,525,2005,1,2006,0,5,3675,35,Edwards,TwnhsE,TA,145500
807,944,2009,200,1925,1,1950,0,6,10200,60,IDOTRR,1Fam,TA,75000
808,2109,2007,796,2005,2,2006,0,5,11750,75,CollgCr,1Fam,Gd,217000
809,316,2010,660,2008,2,2008,1,5,11896,88,Timber,1Fam,Gd,220000
810,2529,2006,484,1972,1,1972,1,5,10400,80,NWAmes,1Fam,TA,165150
811,1448,2008,576,1978,1,1978,0,6,10970,0,CollgCr,1Fam,TA,147000
812,871,2009,478,1996,2,1996,1,5,11883,73,CollgCr,1Fam,Gd,203000
813,142,2010,447,1959,1,1959,1,5,10552,70,NAmes,1Fam,Gd,165500
814,1515,2008,0,1914,1,1950,0,3,8248,45,Edwards,1Fam,TA,67000
815,1970,2007,440,1964,2,1993,1,8,9760,80,NAmes,1Fam,Gd,187000
816,572,2009,440,2000,2,2000,0,5,2998,34,Somerst,TwnhsE,Gd,180000
817,2200,2007,240,1921,2,2005,1,7,6821,51,Crawfor,1Fam,TA,146500
818,2147,2007,583,2000,2,2000,1,5,11354,0,CollgCr,1Fam,Gd,270000
819,249,2010,564,1992,1,1992,0,6,9069,73,SawyerW,1Fam,Gd,147000
820,162,2010,280,1948,1,2004,0,8,8064,60,NAmes,1Fam,TA,132000
821,664,2009,338,1920,1,1950,0,6,5400,90,OldTown,1Fam,TA,105000
822,1516,2008,0,1912,2,2000,0,6,5687,55,SWISU,2fmCon,Fa,135900
823,16,2010,841,2003,3,2003,1,5,53504,47,StoneBr,1Fam,Ex,538000
824,1808,2007,0,2006,1,2006,0,5,7500,63,SawyerW,1Fam,Gd,147000
825,425,2009,840,2006,2,2007,2,5,13173,108,NridgHt,1Fam,Ex,325000
826,1372,2008,240,1947,1,1993,0,6,9488,82,Sawyer,1Fam,TA,124000
827,2495,2006,288,1965,1,1965,0,6,13526,0,Sawyer,1Fam,TA,137000
828,661,2009,528,1915,2,1950,1,5,10410,60,OldTown,1Fam,Gd,142900
829,1301,2008,528,1948,1,2005,0,7,12000,100,OldTown,1Fam,Gd,147000
830,396,2009,477,1970,1,1970,0,5,7830,0,NAmes,1Fam,TA,128000
831,2663,2006,225,1916,1,1950,1,6,8850,65,OldTown,1Fam,TA,144000
832,50,2010,484,2006,2,2006,1,5,7132,41,NridgHt,TwnhsE,Gd,205000
833,886,2009,480,1964,1,1999,0,7,9937,75,Edwards,1Fam,TA,167000
834,696,2009,200,1941,1,1950,0,6,5720,52,OldTown,1Fam,TA,66500
835,2454,2006,704,1993,2,1993,1,5,12585,0,NoRidge,1Fam,Gd,315000
836,2106,2007,440,2006,2,2006,1,5,11103,85,CollgCr,1Fam,Gd,155835
837,353,2009,528,1995,2,1996,0,5,8013,57,StoneBr,TwnhsE,Gd,239500
838,441,2009,700,2006,2,2006,1,5,10872,77,NridgHt,1Fam,Ex,300000
839,2270,2007,692,2002,2,2002,1,5,11305,80,Timber,1Fam,Gd,282000
840,1924,2007,336,1960,1,1960,1,5,9100,70,NAmes,1Fam,TA,120000
841,1402,2008,439,1954,1,2005,2,7,39104,73,ClearCr,1Fam,TA,241500
842,1070,2008,870,2008,2,2008,1,5,10110,58,NridgHt,TwnhsE,Ex,336860
843,2696,2006,210,1922,1,1950,1,4,9786,60,IDOTRR,1Fam,TA,91000
844,1840,2007,528,2006,2,2007,0,5,5330,30,Somerst,TwnhsE,Gd,207500
845,1562,2008,482,2004,2,2005,1,5,3811,44,Crawfor,TwnhsE,Ex,250000
846,2426,2006,438,2005,2,2006,0,5,3010,43,Blmngtn,TwnhsE,Gd,167240
847,1162,2008,495,2004,2,2005,0,5,3435,37,Somerst,TwnhsE,Gd,178000
848,1874,2007,311,1963,1,1963,0,5,10800,80,NWAmes,1Fam,TA,127000
849,111,2010,535,1967,2,1967,0,6,10456,0,NWAmes,1Fam,TA,218500
850,1207,2008,283,1956,1,1956,0,7,8475,0,NAmes,1Fam,TA,135750
851,140,2010,620,2003,2,2009,0,5,8197,70,NAmes,1Fam,Gd,214000
852,545,2009,620,2005,2,2006,1,5,10994,88,SawyerW,1Fam,Gd,257000
853,1338,2008,672,1937,2,2000,0,7,6000,50,BrkSide,1Fam,TA,157000
854,2873,2006,215,1942,1,1950,0,6,7288,50,IDOTRR,1Fam,TA,102000
855,924,2009,432,1921,1,2006,0,7,13360,80,Crawfor,1Fam,TA,163500
856,844,2009,577,1999,2,1999,0,5,10335,78,CollgCr,1Fam,Gd,204000
857,901,2009,313,1956,1,1956,1,5,11767,70,Edwards,1Fam,TA,103500
858,2195,2007,0,1914,2,1995,0,7,10896,60,SWISU,2fmCon,Fa,200000
859,2081,2007,399,1958,1,1958,0,5,5400,60,SWISU,1Fam,TA,118000
860,2774,2006,541,2000,2,2000,0,5,9100,70,CollgCr,1Fam,Gd,235000
861,2573,2006,540,1962,1,1962,0,6,7728,70,NAmes,Duplex,TA,132500
862,1793,2007,859,2006,2,2006,0,5,8778,75,Somerst,1Fam,Gd,221300
863,882,2009,570,2004,2,2004,0,5,8487,63,CollgCr,1Fam,Gd,190000
864,2791,2006,591,2002,2,2002,0,5,9930,0,CollgCr,1Fam,Gd,222000
865,297,2010,567,1959,2,2002,2,8,17500,100,Crawfor,1Fam,Ex,335000
866,509,2009,726,2008,2,2008,1,5,10206,78,Somerst,1Fam,Gd,257500
867,1115,2008,592,2008,2,2008,1,5,14587,75,Somerst,1Fam,Ex,264132
868,773,2009,288,1967,1,2004,0,7,7800,65,Sawyer,1Fam,Gd,130000
869,732,2009,336,1930,2,1982,1,7,4960,50,BrkSide,1Fam,TA,137000
870,1552,2008,360,1930,1,1995,0,7,7392,60,IDOTRR,1Fam,TA,99500
871,226,2010,591,1978,1,1978,2,5,7424,0,Sawyer,Duplex,TA,160250
872,2830,2006,380,2004,2,2004,0,5,2522,24,Edwards,Twnhs,Gd,130000
873,2238,2007,100,1922,1,1950,0,7,3672,46,IDOTRR,1Fam,TA,75200
874,982,2009,429,1993,1,1996,0,5,7706,62,Mitchel,1Fam,TA,131250
875,1265,2008,401,1960,1,1993,0,6,12929,0,NAmes,1Fam,TA,148000
876,559,2009,288,1965,2,1965,0,5,9316,0,Sawyer,1Fam,TA,124100
877,1203,2008,588,1961,1,2007,0,9,12122,0,NAmes,1Fam,Ex,178400
878,2083,2007,0,1977,2,1977,0,3,7711,42,Edwards,Duplex,TA,150000
879,2130,2007,534,1998,2,1999,1,5,12352,43,CollgCr,1Fam,TA,217000
880,2455,2006,760,2005,2,2006,1,5,12447,75,Somerst,1Fam,Gd,252000
881,535,2009,484,2006,1,2006,0,5,7500,63,SawyerW,1Fam,Gd,152000
882,2019,2007,576,1929,1,2001,0,8,6120,51,BrkSide,1Fam,TA,132000
883,2655,2006,378,1945,1,1950,0,7,9576,56,OldTown,1Fam,TA,120000
884,2391,2006,521,2005,2,2006,1,5,9942,82,NridgHt,1Fam,Ex,338500
885,154,2010,676,1920,1,1994,0,7,7898,65,NAmes,1Fam,TA,105000
886,999,2008,406,1996,2,1997,1,5,21872,57,Gilbert,1Fam,TA,175000
887,1400,2008,505,1977,2,1977,1,5,10005,83,ClearCr,1Fam,TA,192000
888,2807,2006,434,2004,2,2005,1,5,12393,41,CollgCr,1Fam,Gd,195000
889,516,2009,676,2008,2,2008,0,5,9000,75,Somerst,1Fam,Gd,210000
890,1753,2007,434,2003,2,2003,1,5,7875,63,Gilbert,1Fam,Gd,211000
891,734,2009,240,1936,1,1950,0,6,6000,50,BrkSide,1Fam,TA,128000
892,1209,2008,576,1964,2,1964,1,5,10175,100,NAmes,1Fam,TA,180500
893,1994,2007,560,1900,2,1950,0,5,13600,85,OldTown,2fmCon,TA,90000
894,1901,2007,512,1940,1,1996,0,7,12172,85,NAmes,1Fam,TA,138500
895,2413,2006,440,2006,2,2006,0,5,10237,65,Gilbert,1Fam,Gd,169985
896,2630,2006,288,1961,1,1961,0,4,7000,70,NAmes,1Fam,TA,146000
897,1428,2008,678,1993,2,1993,1,5,11228,59,SawyerW,1Fam,Gd,228000
898,1271,2008,311,1959,1,1959,0,6,8000,80,NAmes,1Fam,Gd,159000
899,2464,2006,1053,2006,2,2006,1,5,10728,84,Somerst,1Fam,Gd,266000
900,2653,2006,450,1924,1,1950,0,7,6000,50,OldTown,1Fam,Gd,139000
901,1505,2008,0,1955,1,1955,0,5,6931,56,Edwards,2fmCon,TA,91900
902,2110,2007,674,2006,2,2006,1,5,8760,73,CollgCr,1Fam,Gd,212999
903,2386,2006,772,2004,2,2005,1,5,16033,98,NridgHt,1Fam,Gd,326000
904,1086,2008,393,2004,2,2004,1,5,9024,80,Gilbert,1Fam,Gd,179000
905,1574,2008,788,2006,2,2007,0,5,11563,74,Timber,1Fam,Gd,294000
906,406,2009,288,1972,1,1972,0,6,1680,21,BrDale,Twnhs,TA,97000
907,2757,2006,868,2006,2,2006,0,5,8760,73,CollgCr,1Fam,Gd,239799
908,2559,2006,441,1961,1,1990,1,6,9600,80,NAmes,1Fam,TA,161000
909,1469,2008,420,2003,1,2003,0,5,4435,37,CollgCr,TwnhsE,Gd,136500
910,407,2009,264,1972,1,2007,0,8,1680,21,BrDale,Twnhs,Gd,118000
911,2300,2007,360,1982,1,2006,0,6,7599,69,Mitchel,1Fam,TA,129500
912,731,2009,672,1925,2,2007,0,7,7264,55,BrkSide,1Fam,Ex,205000
913,2230,2007,484,1957,3,1975,2,3,32668,0,Crawfor,1Fam,TA,200624
914,1688,2007,856,2006,2,2007,1,5,11825,91,NridgHt,1Fam,Gd,322400
915,880,2009,810,2007,2,2007,1,5,10200,85,CollgCr,1Fam,Gd,293200
916,1074,2008,564,2005,2,2005,1,5,8849,63,NridgHt,TwnhsE,Ex,266000
917,771,2009,440,1978,2,1978,1,5,11184,70,Sawyer,1Fam,TA,172500
918,724,2009,456,1890,1,1996,0,6,8820,98,OldTown,1Fam,TA,124900
919,730,2009,216,1923,1,1950,1,6,6615,0,BrkSide,1Fam,Gd,149000
920,273,2010,494,2004,2,2004,0,5,8773,65,CollgCr,1Fam,Gd,185500
921,2793,2006,418,2002,1,2002,1,5,11088,0,CollgCr,1Fam,Gd,220000
922,1789,2007,474,2007,2,2007,0,5,9158,76,Somerst,1Fam,Gd,225000
923,1900,2007,306,1950,1,1950,1,5,8280,57,NAmes,1Fam,Gd,124000
924,677,2009,400,1950,2,1950,0,4,8544,60,NAmes,Duplex,TA,92900
925,747,2009,1184,1925,1,1950,0,5,8635,50,BrkSide,1Fam,TA,126500
926,1038,2008,576,1972,1,1972,0,5,12735,0,NAmes,1Fam,TA,111250
927,1763,2007,648,2000,2,2000,1,5,11000,0,NoRidge,1Fam,Gd,248000
928,1283,2008,264,1963,1,1963,0,5,7590,69,NAmes,1Fam,TA,136870
929,2803,2006,420,2003,1,2003,0,5,4435,37,CollgCr,TwnhsE,Gd,133000
930,1927,2007,286,1956,1,1956,0,5,10152,72,NAmes,1Fam,TA,135000
931,1036,2008,288,1969,1,1969,0,6,10295,68,NAmes,1Fam,TA,111900
932,1237,2008,506,1962,1,1980,0,7,7763,70,NAmes,1Fam,TA,140000
933,1375,2008,680,1959,2,1959,1,4,17120,80,ClearCr,1Fam,TA,134432
934,1643,2007,724,2006,2,2007,1,5,13870,81,StoneBr,1Fam,Ex,455000
935,2453,2006,844,1994,2,1994,1,5,10120,92,NoRidge,1Fam,Gd,290000
936,2129,2007,597,1999,2,1999,1,5,10820,47,CollgCr,1Fam,Gd,235500
937,2640,2006,400,1900,1,2004,0,8,9600,60,OldTown,1Fam,Gd,156500
938,2437,2006,460,2000,2,2000,1,5,8121,0,Gilbert,1Fam,TA,172400
939,1123,2008,480,2007,2,2008,0,5,11639,95,Somerst,1Fam,Gd,182000
940,2398,2006,925,2005,2,2006,1,5,13758,121,NridgHt,1Fam,Gd,372397
941,1420,2008,614,1995,2,2002,1,5,9771,0,SawyerW,1Fam,Gd,260000
942,2693,2006,0,1919,1,1950,0,4,9000,50,IDOTRR,1Fam,Gd,72000
943,1370,2008,0,1915,2,1950,0,3,10320,60,IDOTRR,2fmCon,TA,82375
944,392,2009,583,1972,2,1972,1,6,10448,0,NWAmes,1Fam,TA,158000
945,1351,2008,240,1948,1,2001,0,5,8635,50,BrkSide,1Fam,TA,127000
